h_signal_variance,h_signal_iqr,h_mean,h_std,h_max,h_min,h_skew,h_kurtosis,h_energy,h_median,h_entropy,h_mean_slope,h_std_slope,v_signal_variance,v_signal_iqr,v_mean,v_std,v_max,v_min,v_skew,v_kurtosis,v_energy,v_median,v_entropy,v_mean_slope,v_std_slope,h_fft_max_freq,h_fft_mean_power,h_fft_peak_power,v_fft_max_freq,v_fft_mean_power,v_fft_peak_power,target
2960.7328303503764,29.626849999999997,23.35347113445244,54.4126164630077,236.88,-146.01,1.0306625787609034,7.794575412227019,4386152.922916977,26.547,6.552687033540272,-0.0007009599999999466,3.19057199127348,2914.4826951103423,106.3347,-61.03029634509992,53.985949052603885,34.515,-116.72,0.5079656823789959,-1.6589576718800692,8305613.888618406,-99.786,6.789343266784245,0.002750240000000008,3.229557242999723,0.0,4386152.9229169795,853527466.3379699,0.0,8305613.888618405,5829154642.3312435,6
3580.8342438479935,21.883599999999998,17.63745265971223,59.84007222462213,230.21,-168.62,0.8316562529832057,6.7829865346262,4868784.389194652,19.513,6.334007864391058,0.005992799999999994,3.135778469509176,6378.833943614429,159.499,-106.79356093605115,79.86760259087804,7.8658,-197.24,0.4258126115174706,-1.7407820598820907,22247406.94987164,-160.7,6.751941054977879,0.005116055999999981,5.888846895450278,0.0,4868784.389194651,486840098.4261547,0.0,22247406.94987164,17848624593.698895,6
4010.4202404357097,84.539,50.48508876898481,63.32787885628027,243.79,-155.37,-0.3293240996503305,3.2821101297906994,8205514.699988431,62.627,6.770514596383045,0.0060041600000000075,3.985227006654714,7060.029458007849,177.08909999999997,-110.98176627418066,84.02398144582206,27.248,-212.54,0.49698871914395737,-1.5918365542758717,24240604.361084234,-151.87,6.737748176200352,0.0048231928000000155,6.331343304886175,0.0,8205514.699988431,3988787202.9834013,0.0,24240604.361084238,19276042893.90464,6
11663.369270980345,200.01545,127.33045820623502,107.99707991876608,220.68,-172.06,-1.0193590217650852,-0.2579294797553109,34873394.98734562,196.23,6.829540909223901,0.004067600000000016,6.601407847725433,734.4794397040284,26.85515,16.459169073221425,27.10128114506819,41.284,-131.92,-3.6890198574123563,16.200743394212385,1257734.991542431,24.847,6.813114596205477,-0.0010292799999999857,2.2815523064328636,0.0,34873394.987345636,25373432556.715866,0.0,1257734.9915424313,423965416.8033372,7
13060.134418575783,209.95247,123.60894125339728,114.28094512461726,221.96,-182.39,-0.8996174816734352,-0.499886669020277,35452470.275228366,199.37,6.802477129792326,0.006588159999999993,6.725384284212035,423.0283224196651,5.521974999999999,1.9929146155075936,20.56765233126195,61.531,-120.82,-3.2326874712851903,19.9144895261684,534177.0388865455,2.0253,6.051926972762031,0.008605679999999997,1.9977409195666058,0.0,35452470.27522836,23911916889.105167,12.0,534177.0388865456,34547487.9609094,7
11396.26651158887,208.04635000000002,130.9740240927258,106.75329742724048,224.17,-155.17,-0.9247059453934545,-0.5574706691251743,35716627.33478712,194.9,6.830201251702092,0.000816560000000004,6.123414460317709,544.1464324648742,25.10395,14.969516732454034,23.32694648823275,61.273,-115.33,-2.9304457496916867,13.535785800720756,961059.3124487876,17.874,6.74621876363997,0.005009784000000003,2.0855603074477425,0.0,35716627.33478712,26846332308.91559,0.0,961059.3124487875,350695488.9194726,7
15052.837144542938,241.58249999999998,147.53394596083132,122.69000425683805,260.66,-146.56,-0.731963902513371,-1.0807450925271413,46060697.04650086,227.33,6.780380305066005,0.012624080000000003,7.890514836018183,491.6525677351158,11.60657,-7.916311768984811,22.173239901627273,54.899,-141.3,-3.7856101222145075,21.344856657697488,693455.020258363,-5.7622,6.362792544853494,0.008305760000000002,2.0940800226927685,0.0,46060697.04650086,34064226821.125744,0.0,693455.0202583629,98075470.1851881,7
10933.369331550637,200.28655000000003,129.30562848840927,104.56275307943378,215.52,-168.88,-1.0330159241487302,-0.3021174988869717,34594296.92780678,195.9,6.841474283704176,0.008886560000000009,6.065227354818375,691.7363659702708,24.7282,-18.58275132773781,26.30088146755296,59.587,-152.41,-2.151704554938001,11.584406154589253,1297355.821111394,-21.733,6.772911747840718,0.008132559999999983,2.4288749356859007,0.0,34594296.92780679,26166731519.440212,0.0,1297355.8211113939,540424027.7305139,7
12791.44670180307,223.9507,142.73892479992006,113.09927807816932,250.13,-133.51,-0.7016475837506757,-1.1935764514675498,41490475.04090522,218.84,6.77423990518743,0.004232799999999975,7.4957282118488315,710.5894489488239,18.49615,-15.925899842525979,26.656883706630524,49.692,-164.17,-3.5355227702401293,16.880129006236615,1206243.892163484,-11.091,6.56061302095295,0.0067675199999999965,2.2126229430939275,0.0,41490475.04090522,31885957396.403934,0.0,1206243.8921634841,396937910.90216035,7
15443.303041880215,242.53050000000002,148.87690935971224,124.27108691035183,263.39,-149.11,-0.7784358771201618,-0.9497432463485187,47047154.11515761,227.93,6.806390212531193,0.0030894399999999676,7.9280264108709835,1602.8992020879111,79.84100000000001,52.96993949544364,40.036223624212,102.75,-61.466,-0.3898896709192635,-1.0363581094366934,5515300.828990829,58.343,6.827320257654396,0.00640104,3.2033852959783453,0.0,47047154.11515761,34687205094.21659,0.0,5515300.828990827,4391102482.900743,7
11248.235671661814,197.6446,124.00435614468424,106.05769972831682,210.78,-159.59,-0.9956508135260058,-0.34595366944575145,33308270.3341639,194.9,6.829877918909521,0.004429840000000013,6.25140921073706,796.7669241773897,39.1865,-3.8949919964508406,28.227060140535176,64.808,-132.78,-1.3978208432745312,5.184892430256852,1015734.296424087,-0.15036,6.671917812354479,0.00908512,1.990562964938634,0.0,33308270.33416391,24065146113.652634,1.0,1015734.2964240871,270646432.0410938,7
11865.319822754123,202.385805,122.05415062350122,108.92804883387072,211.62,-172.39,-0.9062544285804227,-0.5068105363205175,33479931.91948023,193.84,6.803754075333096,0.0067841600000000425,6.542313672421521,1448.688807853087,74.3621,-45.472265638689045,38.06164483903825,56.719,-129.47,0.39989562461343847,-1.05575978914886,4399036.103460903,-60.008,6.788475376398882,0.0016703200000000038,3.098288031997546,0.0,33479931.919480223,23314157443.339737,0.0,4399036.103460902,3235994732.4507003,7
13505.40486690885,224.39495,144.98921677378098,116.21275690262601,249.43,-139.87,-0.8244680781392248,-0.9029418015350568,43193624.587326705,222.03,6.822463096728982,0.0020500800000000027,7.598692790700276,886.5317096880456,51.737550000000006,-34.329196572502,29.774682360825373,43.604,-145.37,-0.2557527318183401,1.1458775087243067,2583346.834198912,-43.477,6.796933862074589,0.009937920000000008,2.5074639365939926,0.0,43193624.587326705,32899252236.6285,0.0,2583346.834198912,1844343877.389338,7
6296.7936502735,145.85625,-98.15445523804956,79.35233865661112,174.02,-175.62,1.4351910953230977,1.4065228858557415,19929794.507423073,-143.93,6.865389779323989,0.004555759999999987,5.6639110857732184,1993.3081637316886,55.863299999999995,-32.592999800159866,44.64647985823394,134.87,-81.35,2.093745827983392,4.642151455091199,3822570.3614308424,-48.445,6.851559238579748,0.0076781600000000024,2.5614940912810593,0.0,19929794.507423077,15077684569.314587,0.0,3822570.361430843,1662506252.6017272,8
5829.80527369896,150.65789999999998,-105.2081622179856,76.35316151737896,146.95,-215.39,1.1901578090965368,0.3078095660711422,21140101.901402153,-148.37,6.850751662801205,0.007826639999999998,5.535748888624423,2757.0421168543903,68.65889999999999,-32.867051356408474,52.50754342810555,179.17,-78.991,2.3227952655977213,5.9939504326728645,4800443.762330698,-46.054,6.805666054120168,0.006678848000000017,2.571596344410417,0.0,21140101.90140215,17322616395.509945,0.0,4800443.762330698,1690581476.7564647,8
7975.634080201656,179.2235,-116.60719491302957,89.30640559445698,155.03,-198.66,1.1661616399479517,0.23913483880213393,26987662.85409434,-165.55,6.851908768331905,0.006480488000000014,6.7025445339356375,6928.182347635104,152.18705,-85.03993190191846,83.235703563045,142.06,-192.21,0.8046997306558084,-0.2704751902396949,17714125.429263063,-111.25,6.837040255378996,0.005822951999999975,5.910168156398866,0.0,26987662.85409434,21279690919.322353,0.0,17714125.42926306,11317758609.776802,8
8849.433215304327,185.74048000000002,-108.40243215283773,94.0714261362308,169.13,-240.01,0.8836792543556825,-0.1592696235831479,25771251.1604556,-142.38,6.802503884299591,0.0027737600000000157,6.956639260543172,2345.7855904783833,41.089825,25.559933040767387,48.433310752811266,241.12,-36.864,2.3128379015441944,6.403264039389956,3751868.8051761463,13.671,6.5472082036632075,0.004651520000000028,2.7043878962598695,0.0,25771251.160455603,18390463370.34547,0.0,3751868.805176146,1022431080.3910985,8
5053.648300132596,122.7565,-83.80160573269384,71.08901673347717,170.62,-198.5,1.4373531799805837,1.8687729126842454,15107523.13681159,-122.42,6.852162879237259,0.006756704000000036,4.942935360342482,3280.43358775645,59.820834999999995,-26.383051761630696,57.27506951332709,210.32,-84.526,2.46091505493304,6.470951227520429,4974600.259024681,-47.58,6.785704910291233,0.0010019200000000183,2.52902343267875,0.0,15107523.136811586,10990546800.79548,0.0,4974600.2590246815,1089343078.7674446,8
6001.702240107464,137.88479999999998,-92.08570567386091,77.47065405756855,167.26,-259.37,0.9995098003685324,0.9446742615479877,18116330.766380064,-126.5,6.823258130426719,0.0054237600000000274,5.64918463493599,87794.3392321905,598.047,-346.1513616067146,296.3010955636015,132.1,-832.98,0.05473571971405406,-1.4099928563867357,259726495.57234067,-376.09,6.754043250535542,-0.013312800000000015,23.937291097043072,0.0,18116330.766380068,13270859781.27104,0.0,259726495.5723406,187519617268.28073,8
6347.826956569398,150.37515,-104.31956032797763,79.673251198689,122.3,-247.63,0.9347748075468149,-0.13587785147444809,21555227.42711354,-140.07,6.865820794130734,0.012084240000000022,5.993196349906911,3472.2396206305116,52.677625,-21.867529179056753,58.92571272908383,225.96,-77.198,2.4755225445028484,5.951219467423638,4941985.99473729,-43.465,6.765634540232444,0.0009984800000000292,3.131151247523707,0.0,21555227.42711354,17031233976.460976,0.0,4941985.99473729,748366000.8899789,8
4246.66750657931,106.52085,-72.63033408766586,65.16645998195168,159.93,-226.25,1.1007800239844912,1.9782935636129775,11911813.00326785,-98.878,6.838946216605503,0.006952232000000015,4.354647074972117,3058.373223725192,55.51935,-12.298614970503596,55.30256073388638,208.72,-75.632,1.883979374732404,4.3221942014449235,4015246.0715512773,-9.6893,6.569803857247445,0.0032900800000000116,2.404728469890718,0.0,11911813.00326785,8255639172.623954,1.0,4015246.0715512764,658125834.1020977,8
3782.464533241564,74.32485,-51.29999324316547,61.501744147963514,180.08,-263.93,0.3850332970557065,4.714008892354977,8024106.4538279725,-69.947,6.781306228525947,0.006157375999999943,3.9364061878001317,2603.8113141145514,40.611965,-11.190549106155075,51.02755445947367,196.38,-82.342,2.1207040064733094,5.677088964875686,3414028.6689681862,-10.852,6.491173422200701,0.005730592000000001,2.3033380557867296,0.0,8024106.453827972,4118596396.7512145,1.0,3414028.6689681862,412206275.32470626,8
9486.862874891332,175.54125000000002,-117.86247655739407,97.40052810375995,141.03,-347.65,0.5499616075830983,-0.23785786283064425,29246411.245172143,-157.49,6.813780951487921,0.006811735999999974,7.179168560801376,14903.198828363256,233.85500000000002,-126.43381507649882,122.07865836567527,182.6,-279.41,0.6133871860326077,-0.7360857522402355,38641774.2373751,-166.07,6.806347079084139,0.00847919999999997,8.43795120313033,0.0,29246411.245172143,21740310581.64254,0.0,38641774.23737509,25017338501.368923,8
6020.17985012591,128.7455,-129.60938614708235,77.58981795394232,9.0,-204.38,0.9663959853637066,-0.9307449142817545,28546284.80726431,-175.02,6.851318705060905,0.007794312000000013,5.611642925159508,2135.7941927540273,23.5931,1.6019759120703425,46.21465344189035,189.62,-42.663,2.837876237806028,8.15226658530385,2675089.009990678,-4.9226,6.358252422516273,0.004053279999999984,2.7422169357875776,0.0,28546284.807264302,26289814808.260746,1.0,2675089.0099906786,631696724.3598393,9
3888.097712305017,139.61165,-100.07651751870503,62.354612598467945,9.0,-217.57,0.7984081398787422,-0.9368282864096478,17393162.245791845,-130.47,6.839306358147963,0.006946399999999994,4.055580167003105,2716.9402773795755,21.236099999999997,17.997037638529175,52.12427723604017,265.55,-68.288,3.380652502780234,11.436749180224727,3804082.8850689065,4.1783,6.0395495838160835,0.006215839999999976,2.8400545348433104,0.0,17393162.245791838,15673969161.63053,0.0,3804082.8850689065,506893438.1818885,9
8039.073868696516,205.57410000000002,-143.80175512390088,89.66088260047698,9.0,-226.19,0.8381805750760463,-1.1018204101262223,35926241.325408995,-189.13,6.831831443382705,0.007748055999999997,6.719187422625852,2555.551355578278,8.32015,9.300001791694646,50.55246141958152,240.76,-32.454,3.417168817985515,10.573389455855358,3305193.7775186566,-0.42135,5.721933485667069,0.007492911999999994,2.5738648107827418,0.0,35926241.32540899,32362569254.502743,2.0,3305193.7775186566,288122298.17888206,9
7561.072175598027,192.72574999999998,-140.5452940018385,86.95442585399564,9.0,-294.72,0.8582533783762765,-0.9370502370801792,34169878.85391823,-186.02,6.843935129306262,0.003193119999999999,6.519045774788807,3324.7183356760684,16.935299999999998,23.222087773780977,57.660370582195085,282.0,-42.921,3.618434098783931,12.019507668553777,4833843.604007819,12.787,6.033717044558381,0.007398336000000004,3.0715507021194277,0.0,34169878.853918225,30913432930.368626,0.0,4833843.60400782,843950828.5623999,9
8994.64667367913,103.94500000000001,-158.48129198353317,94.84011110115345,9.0,-399.14,0.6703437374821796,-0.32747607611144414,42672819.19464373,-202.28,6.859159214826741,0.004539679999999998,7.085396314377251,4597.7547947614485,29.781599999999997,1.149837294964027,67.80674593844958,289.99,-46.604,3.2788181417336326,9.744122957257034,5753445.227628489,-7.6137,6.270448612689101,0.0032667199999999526,3.0822656473464227,0.0,42672819.19464372,39307065773.54479,1.0,5753445.22762849,666460443.5591853,9
4566.610940687602,113.3755,-103.42414608425258,67.57670412714431,9.0,-333.23,0.1439178623771564,0.5373587316441109,19094219.332364473,-132.62,6.838172561626454,0.011103680000000008,4.781246527524376,3501.0807715458095,29.383450000000003,1.6871024988009575,59.169931312667664,252.34,-90.186,3.1666824166454,10.195689256820234,4383412.785070474,-2.849,6.265641236242693,0.0047539999999999735,3.0674064525247005,0.0,19094219.33236447,16740117696.00092,3.0,4383412.785070473,347199659.64091516,9
11330.330946714412,228.36855,-161.9100473157474,106.44402729469799,9.0,-440.93,0.5109169567161231,-0.7125987382098482,46969038.15499596,-205.48,6.806905708101057,0.0061985599999999745,7.870582205032313,3729.463811128428,37.992850000000004,-12.586800288569142,61.06933609536318,247.39,-70.977,3.2718400850180522,10.447613411879727,4863752.082143574,-26.481,6.593380847201663,0.006392879999999974,3.142217241598141,0.0,46969038.15499598,41026287469.96097,1.0,4863752.082143574,554526004.9505935,9
8642.09979538604,214.95415,-143.65229381966427,92.96289472357259,9.0,-245.88,0.7476535713710655,-1.2283407551534498,36626879.72511153,-189.11,6.816942586200764,0.0027861599999999724,7.154891276998546,2858.5316286085795,11.82615,12.170821798441246,53.46523757179593,247.14,-84.307,3.3389636294776595,11.065207735006211,3761332.325354348,1.4113,5.8810616143872565,0.005127519999999989,2.9044823503574473,0.0,36626879.72511153,32295331714.235573,3.0,3761332.3253543465,311081881.5426631,9
7165.389882514547,190.9172,-133.1344803365308,84.64862599306942,9.0,-305.78,0.7269344230887185,-0.9860226653359949,31137614.8509778,-176.08,6.833391477589027,0.005976080000000002,6.711351489780265,3322.742596201193,19.927880000000002,0.7760802264588313,57.64323547651704,266.19,-72.599,3.402332002393475,11.467877601989057,4157504.4657955854,-4.0993,6.070128554837576,0.005359760000000006,3.008138155767845,0.0,31137614.850977805,27739313847.048077,2.0,4157504.4657955854,387139311.9420627,9
10528.17770501273,218.11695,-135.9776243707434,102.60690866122383,9.0,-299.72,0.37369697426331133,-1.5551580990569371,36301633.135189176,-180.84,6.728585327983717,0.007659759999999915,8.006404743533025,3397.5652517763506,38.7909,31.742666105995205,58.28863741567777,275.94,-70.869,2.6126886946936607,7.1619079456276875,5510857.791219602,10.768,6.2835542040763315,0.00557632000000001,3.929728873720829,0.0,36301633.135189176,28936734415.59903,0.0,5510857.791219601,1576890080.2204819,9
5062.254521855931,118.10801000000001,-74.63407279753798,71.1495222883185,162.2,-223.63,1.2812575826107742,1.710184848756744,13301256.679599365,-106.62,6.840685601460066,0.010011039999999992,4.595136255302439,2954.4314456109123,82.26815,40.90383347881694,54.35468191067732,196.83,-91.14,0.23001888441243645,0.17559187866035098,5789071.353630997,42.672,6.7124039569735325,0.004286160000000001,3.8134837086751903,0.0,13301256.679599369,8717438717.219751,0.0,5789071.353630997,2618440096.579854,10
5501.913243418947,86.54457000000001,-44.18465219584331,74.17488283387408,201.76,-221.7,1.3280560061908968,3.0392745214623034,9325200.113091324,-62.132,6.745393056871605,0.00999807999999997,3.27726862184609,3025.039638905952,63.11895,-33.10063584172662,55.00036035250998,198.59,-99.594,2.197550918527935,5.428670801304939,5154985.356772719,-55.752,6.794717853229016,0.00440919999999997,3.6355972526643017,0.0,9325200.113091324,3055325613.6133494,0.0,5154985.356772719,1714696621.3952172,10
11378.383298005161,186.64485,-112.96452768507594,106.66950500496925,180.92,-300.02,1.087639233119948,0.4505360834645731,30198349.134209927,-160.38,6.847994828493574,0.005732000000000039,6.6567009519908344,5385.891652011731,99.91505,-58.69538802877698,73.38863435172868,203.3,-117.86,1.9908516695943006,3.893784085347553,11047631.325053394,-97.793,6.8579860228793335,0.00933503999999998,4.825100339469346,0.0,30198349.13420993,19970953527.135242,0.0,11047631.325053394,5391660966.351784,10
8799.58862476814,141.423,-89.03885635896083,93.80612253349,197.13,-305.51,1.0430549810409315,1.4146371004492222,20926110.714666225,-129.41,6.816036584785142,0.005327999999999963,5.1706224023350496,3800.493432527291,56.510650000000005,-25.33021326858513,61.64814216606443,222.25,-100.92,2.4569014453529845,6.560264674224307,5557083.534085881,-41.346,6.728738796453337,0.00644992000000002,3.5683777561195336,0.0,20926110.714666232,12407199506.696693,0.0,5557083.534085882,1004135478.7427938,10
14682.073440837,196.9005,-125.71051268824941,121.16960609343005,199.33,-408.99,0.6559399012002177,0.22083397474392097,38136993.25791557,-182.8,6.806758198687458,0.008110000000000013,6.590684954639039,6749.639314579218,107.0622,-58.76068496522781,82.15618853488286,227.74,-126.46,1.8489861818748818,3.2031845790514195,12763274.222614624,-102.94,6.818194956599964,0.004998399999999981,4.527129474948985,0.0,38136993.257915564,24731918948.66903,0.0,12763274.222614618,5403663775.535102,10
13460.06806682865,163.28895000000003,-109.38038185323742,116.01753344571952,207.18,-414.16,0.5709311684243666,1.0248424290834022,31805594.137487035,-151.57,6.826282006023495,0.0067658400000000255,6.195943405813424,6804.869058665159,96.639475,-47.58154690279776,82.49163023401319,249.75,-104.52,2.22938928214162,4.769105343125785,11345159.703074707,-91.904,6.816725636654537,0.009319199999999977,4.458713947003367,0.0,31805594.137487024,18723778281.341373,0.0,11345159.703074705,3543167906.8664246,10
11122.269183618524,153.4155,-102.83163026754598,105.46216944297383,191.07,-400.3,0.25387565845529936,1.3163831780821367,27142463.322241846,-134.61,6.796293364567076,0.009433359999999948,5.9599856123179995,4868.508966841826,77.6955,19.956306057074343,69.77470148156728,249.49,-83.377,1.2846306442969246,2.4880317804503402,6588720.660975096,4.5554,6.6123092584962535,0.007116960000000018,4.011517113489174,0.0,27142463.322241854,16548859221.492384,2.0,6588720.660975097,694189371.7371935,10
19091.537496078883,225.27740000000003,-141.32493483133496,138.17212995419476,189.4,-483.29,0.20791703842779546,0.031575965764489844,48869407.651151106,-187.11,6.772697644671638,0.00888264000000006,7.977643965092191,8842.482105361436,133.9798,-74.18382546602717,94.0344729626398,249.09,-149.45,1.5988598260456697,2.3375539785743484,17946498.30473541,-134.5,6.831675634961927,0.013136000000000035,5.580347020923786,0.0,48869407.651151106,31257353698.68908,0.0,17946498.30473541,8612576041.851244,10
18423.899298406363,238.99545,-149.13478041558753,135.734665057996,181.77,-446.31,0.4872556004916298,-0.4003481496621868,50872017.617042854,-199.31,6.797763069198421,0.007707120000000054,8.689245975894957,5606.575097487692,82.510975,-35.67297358816946,74.87706656572286,239.67,-105.3,2.2161634478281087,5.189458494223697,8605799.313779522,-58.607,6.739341663450162,0.005988800000000037,3.8298481212319637,0.0,50872017.61704286,34807473213.01535,0.0,8605799.313779522,1991559307.394844,10
14086.04931846483,160.50945000000002,-108.12980520463627,118.68466336669127,198.68,-433.71,0.1928864517060528,1.2147939961892416,32248408.21916383,-153.44,6.778521607412294,0.008854240000000005,5.939969901302967,6265.133011066208,90.20955000000001,-46.06182152014388,79.1525932049368,250.53,-106.6,2.2285079429594044,4.966675883790181,10491917.340437569,-84.927,6.795529309107641,0.003494079999999951,4.471000365045541,0.0,32248408.219163842,18298077412.72718,0.0,10491917.340437569,3320449165.435771,10
14673.842448236875,154.38649999999998,84.98533474740209,121.13563657420089,229.34,-357.59,-1.8712227405926174,3.5284392422869653,27392333.312526446,139.13,6.835490770103822,0.005618960000000016,5.291508965380364,3919.127634652452,118.44709999999999,78.97725364028778,62.60293631014804,246.57,-34.656,0.1735974029878913,-0.5485254343133317,12705824.318245713,87.574,6.783121306522972,0.012022639999999979,4.9168670773127925,0.0,27392333.31252645,11303230868.637428,0.0,12705824.31824571,9761547554.766668,11
16009.235745255482,205.791,126.74476057505994,126.52760862853404,233.06,-320.24,-1.4777051862375488,1.687288067030111,40123911.06818443,205.06,6.848166550983365,0.012225279999999976,6.629807119397125,1718.4293502852229,52.711000000000006,33.51047927339729,41.45394251799487,227.27,-52.18,2.2256291739302925,7.965997861032784,3554568.3458439326,23.486,6.612416708860445,0.008030664000000005,3.2248289598288555,0.0,40123911.06818443,25140542795.73814,0.0,3554568.3458439335,1757421349.0250359,11
15700.691534591777,209.097705,125.97902506314948,125.30240035446957,228.99,-292.24,-1.3330171206056072,1.0886443654755178,39495829.269357234,206.86,6.833319570209197,0.008550487999999995,6.802310511648335,2522.071344187181,47.231399999999994,-24.695247932853718,50.22022843623056,216.38,-99.887,2.735597161180557,9.984976070320606,3918040.1949300226,-32.732,6.712871289556939,0.007080640000000011,3.717972166381806,0.0,39495829.26935725,24837684463.638237,0.0,3918040.1949300226,954424108.1331763,11
12899.780549606545,169.96501500000002,93.58841252597922,113.57720083540774,213.0,-339.31,-1.5818964214811406,2.699671284783319,27094872.957433,156.81,6.799887397177993,0.01024127999999996,5.4349834488341076,1876.9003574054727,28.65365,22.10271823445244,43.32320806918011,245.26,-87.869,3.275419327110008,14.283192094373838,2959153.568957093,11.932,6.404234015602458,0.006702159999999995,2.851542506123666,0.0,27094872.957432996,13707516609.833887,0.0,2959153.568957093,764550178.5254016,11
8331.047434330232,156.44545,99.05315340847322,91.2745716743181,215.47,-221.0,-1.3153585532919496,1.46765145484341,22696360.867750444,137.37,6.846573760181828,0.009916000000000008,4.842480083981919,3481.561502776571,87.511,-73.863080931255,59.004758306229604,133.65,-165.12,0.9945413562374281,0.9055970965528335,11180582.600519553,-87.658,6.927414668915729,0.03933760000000001,5.281301165398993,0.0,22696360.867750444,15355049879.781559,0.0,11180582.600519553,8538261599.843128,11
15406.47404408652,231.80825,154.12471980671464,124.1228183860104,250.96,-220.76,-1.0887059408894249,-0.1281618414411856,48990290.0277806,234.24,6.847471990809346,0.00627624000000003,7.669910342778946,1141.8814424519278,17.266,4.70352513117506,33.79173630419023,185.22,-121.61,2.073037522263376,14.245735333675878,1456169.7434805154,1.4546,6.343017839196424,0.008441615999999971,2.772757698425677,0.0,48990290.027780585,37175705539.28407,12.0,1456169.7434805154,62752483.66832482,11
13531.467103099783,209.9588,129.59354034252598,116.32483442111484,223.46,-243.64,-1.1311081720279903,0.31499438644990896,37937766.95481372,204.48,6.813414790648958,0.005932879999999977,6.356415999907485,1405.2350687496617,8.22198,0.6723297450039961,37.48646514076329,210.93,-111.63,3.5779779516563845,18.739936577809118,1758514.5571406337,-4.7697,5.941479685340573,0.010842800000000003,2.9316275637148994,0.0,37937766.954813726,26283386912.6537,8.0,1758514.557140634,69349362.04933366,11
12121.035290361273,193.75275000000002,121.3748866791367,110.09557343672485,228.42,-257.67,-1.4547580824317108,1.58198809059639,33592975.90682492,181.51,6.8499650340275755,0.008576552000000038,5.5777446324939755,2101.9536197737616,44.1665,-18.686038313749,45.847067733648586,214.29,-53.249,3.412989139435554,13.09334795221886,3066353.181193458,-32.642,6.722976575886869,0.01226631999999999,2.879920431460023,0.0,33592975.90682491,23055380508.98729,1.0,3066353.181193458,590291076.2061617,11
15552.374539583656,213.258215,118.6237196314948,124.70915980626145,222.72,-261.79,-1.0545165442661006,0.2391075813990784,37059575.70989273,200.41,6.780402948642249,0.007586720000000036,6.692911044288239,2999.5414374846932,94.51105,58.83077064380497,54.768069506644956,245.45,-65.812,0.6482282344902198,1.1477754657845214,8082211.866047874,62.667,6.728260379809967,0.00961592000000001,3.8817878334321954,0.0,37059575.70989273,22022047506.25284,0.0,8082211.866047872,5416561695.220906,11
14098.653933758489,212.85715,128.861055713749,118.7377527737429,230.06,-236.39,-1.0376019098447837,0.061831042377822776,38410485.842388935,209.76,6.790910904742114,0.005216080000000056,6.7403940703754746,1437.512359394988,23.66075,7.86093086086331,37.91454021078177,205.8,-100.25,2.8354539785850643,12.629238904297194,1875632.548336221,-0.59123,6.309637607013558,0.00818071999999999,2.6667460218978123,0.0,38410485.84238896,25987110283.842594,2.0,1875632.5483362204,132330164.38492772,11
1880.1127877551028,66.21504999999999,-39.821685478017585,43.36026738565046,164.95,-105.4,0.9729011846151856,3.1632976205323766,4335815.157003639,-47.471,6.749157450818286,0.008675519999999989,4.044201306355512,1359.2104514999387,26.12805,-13.085877175859313,36.86747145519935,255.91,-39.848,5.538890013254594,34.641066229780826,1914593.741834979,-19.12,6.6671508941300655,0.012530559999999996,3.225907918161527,0.0,4335815.15700364,2481726368.46203,0.0,1914593.7418349793,267991055.227704,12
810.2122072088372,28.587699999999998,28.23941537402078,28.464226798015034,220.39,-5.1924,3.1786713108611067,18.414087008156883,2011203.6616320238,29.806,6.736628119957713,0.009751240000000001,2.9797117794714767,2220.3042756730497,63.202130000000004,33.840366811270975,47.120104792678994,275.54,-31.192,1.8625064117256889,6.664247532000788,4210208.851694619,25.762,6.617776731423261,0.01176264,3.9440375262684966,0.0,2011203.6616320238,1248032866.2076244,0.0,4210208.851694619,1792192861.7373712,12
472.8570065514846,23.412049999999997,-12.92721636498801,21.745275499553564,147.45,-32.818,4.362202485069989,26.977758094462597,800602.3818028716,-18.728,6.790027987955639,0.00940092000000001,2.1679274027321727,939.295237574141,15.237300000000001,9.30484912753797,30.64792387053552,249.03,-18.116,6.090657306260428,41.69469394310244,1283370.1940303422,5.5483,6.2941567378442675,0.009913064000000003,2.89950965163515,0.0,800602.3818028715,261531891.52531254,0.0,1283370.1940303422,135498126.63318935,12
4389.472208733807,116.57000000000001,-70.17845993605115,66.25309206922954,222.77,-164.99,0.8340543473677754,1.7060383411056534,11652425.048109911,-79.132,6.808675248159199,0.021827999999999997,6.104060052350463,1460.5681458192441,17.13635,-0.6369945577937657,38.21738015378924,261.7,-62.279,3.7415116081927207,23.8866959308125,1827678.358765265,1.1306,6.3537906638714645,0.012161440000000004,3.425948883591877,0.0,11652425.04810991,7707655339.044881,2.0,1827678.3587652652,150569152.11008275,12
416.6889620074308,6.4326,4.23222803381295,20.412960637972894,183.9,-6.761,6.893537491018737,52.98693063273304,543685.4958881665,0.49833,5.913794498316978,0.00900890400000001,2.408624673303673,1749.8275363219345,43.83975,-25.607389844844125,41.83093994069383,260.84,-53.76,4.628240709165688,26.007057037241562,3009363.0046856888,-39.175,6.7874853776266795,0.00918323199999998,3.4749497724460676,1.0,543685.4958881664,42473085.72596236,0.0,3009363.0046856874,1026231274.6904323,12
